epoch,train_loss,valid_loss,mIOU,time
0,0.5806314945220947,0.5179722905158997,0.20055418339522385,22:51
1,0.5560226440429688,0.5007989406585693,0.2117360338591943,22:53
2,0.5463060736656189,0.4692530930042267,0.2253694652522905,22:53
3,0.500575602054596,0.4761173129081726,0.23821195386805305,22:53
4,0.5049492716789246,0.534873366355896,0.23024477655337552,22:52
5,0.49302658438682556,0.5870307683944702,0.19761184101751958,22:53
6,0.5017244815826416,0.6112481355667114,0.2263628228532182,22:53
7,nan,nan,0.020271268415597805,22:48
8,nan,nan,0.020271268415597805,22:33
9,nan,nan,0.020271268415597805,22:32
10,nan,nan,0.020271268415597805,22:32
11,nan,nan,0.020271268415597805,22:32
12,nan,nan,0.020271268415597805,22:32
13,nan,nan,0.020271268415597805,22:32
14,nan,nan,0.020271268415597805,22:32
15,nan,nan,0.020271268415597805,22:32
16,nan,nan,0.020271268415597805,22:32
17,nan,nan,0.020271268415597805,22:33
18,nan,nan,0.020271268415597805,22:33
19,nan,nan,0.020271268415597805,22:32
20,nan,nan,0.020271268415597805,22:32
21,nan,nan,0.020271268415597805,22:33
22,nan,nan,0.020271268415597805,22:32
23,nan,nan,0.020271268415597805,22:32
24,nan,nan,0.020271268415597805,22:32
epoch,train_loss,valid_loss,mIOU,time
0,0.49963322281837463,0.4776942729949951,0.24354488244625574,02:50
1,0.4991101324558258,0.4696403443813324,0.243824995075005,02:51
2,0.5079150199890137,0.46396851539611816,0.24362888561716173,02:51
3,0.49402329325675964,0.46202000975608826,0.24367718941290856,02:51
4,0.48615238070487976,0.4585649371147156,0.24483528365102916,02:51
5,0.4903925955295563,0.45684775710105896,0.2468107168066146,02:51
epoch,train_loss,valid_loss,mIOU,time
0,1.1508307456970215,1.4535266160964966,0.172238622378476,02:49
1,1.1054033041000366,1.4277219772338867,0.1441382850657698,02:50
2,1.06850266456604,1.239151954650879,0.19392714576630543,02:51
3,1.061064600944519,1.3868411779403687,0.16727709404342866,02:51
4,1.1180530786514282,0.7958251237869263,0.17653575158894672,02:51
5,1.0516687631607056,1.1939185857772827,0.16741434841392674,02:51
6,1.0943772792816162,1.065915822982788,0.1644358668758038,02:52
7,1.0609865188598633,1.002395510673523,0.19025536459567705,02:52
8,1.0634615421295166,1.2062737941741943,0.1929540799610796,02:52
9,1.0848121643066406,0.9346265196800232,0.19478812336831713,02:51
10,1.064646601676941,0.9092442989349365,0.19728296583370708,02:52
11,1.0781736373901367,0.9617406725883484,0.2008003968360819,02:52
12,1.0718187093734741,1.1386115550994873,0.214716413690631,02:52
13,1.0631028413772583,0.9751560688018799,0.21873402399586594,02:51
14,1.064454436302185,0.8942030072212219,0.22022451076838365,02:52
15,1.0513039827346802,0.9813091158866882,0.2291132569780078,02:52
16,1.0435669422149658,1.1338002681732178,0.24363169493196313,02:52
17,1.0766741037368774,1.2463164329528809,0.23748293866602763,02:52
18,1.076100468635559,1.0967745780944824,0.24936300490570543,02:52
19,1.029266119003296,0.947171688079834,0.2559104945905961,02:52
20,1.0504111051559448,0.801756739616394,0.2475304976816428,02:52
21,1.0409486293792725,1.1184451580047607,0.2423336836617606,02:51
22,1.0205631256103516,1.1320534944534302,0.24733169775638392,02:52
23,1.0403261184692383,1.1697068214416504,0.255988059075713,02:52
24,1.0480130910873413,1.0964508056640625,0.2516113014006741,02:52
25,1.0215479135513306,1.0678660869598389,0.25771268686734805,02:52
26,1.0144143104553223,1.159918189048767,0.26288105038929876,02:52
27,0.9988744854927063,1.1538753509521484,0.27042576376417665,02:52
28,0.994184136390686,1.2315407991409302,0.2635668500417193,02:52
29,1.0246903896331787,1.0243178606033325,0.2721064368438821,02:52
30,0.9990565180778503,1.0775574445724487,0.2656127991764457,02:52
31,0.9951971769332886,1.006088137626648,0.28298924955855137,02:52
32,0.9658827781677246,1.0871011018753052,0.27508635404713805,02:52
33,1.013260006904602,1.1135354042053223,0.2834542812253254,02:52
34,1.0241519212722778,1.0364035367965698,0.2822290882040224,02:52
35,1.0081616640090942,1.0057830810546875,0.2908834933013289,02:52
36,0.9773352146148682,1.09298837184906,0.29617016827841425,02:52
37,0.9791963696479797,0.9303996562957764,0.2893024654576449,02:52
38,0.9814113974571228,1.0515618324279785,0.29152544503166955,02:52
39,0.9895002841949463,1.0753638744354248,0.2910153852618224,02:52
40,0.9723929762840271,1.0364094972610474,0.2962556591059889,02:52
41,0.9739112854003906,1.048632025718689,0.2943558283308723,02:52
42,0.9700964689254761,1.0154316425323486,0.30302425014829654,02:52
43,0.9601404070854187,1.0670108795166016,0.29952827916948954,02:52
44,0.9517173767089844,1.0637903213500977,0.30058729440294085,02:52
45,0.9514248967170715,1.013122797012329,0.3013366324426369,02:52
46,0.9628557562828064,1.0430852174758911,0.30425757658034924,02:52
47,0.950402021408081,1.035354733467102,0.30061604879792725,02:52
48,0.9541235566139221,1.0286813974380493,0.30437917791964686,02:52
49,0.9683965444564819,1.028760552406311,0.3022192527406714,02:52
