epoch,train_loss,valid_loss,mIOU,time
0,1.0074312686920166,1.0771937370300293,0.33061029490510935,05:52
1,1.00632643699646,0.9569866061210632,0.3239368003624409,05:53
2,0.9996277093887329,0.9714368581771851,0.31917152715204394,05:54
3,1.033558964729309,0.9221416711807251,0.2690739917606261,05:54
4,1.067190170288086,0.8693340420722961,0.2491364085894571,05:55
5,1.0702648162841797,1.21882963180542,0.2752057224248966,05:54
6,1.0459866523742676,0.7663792967796326,0.261047283678734,05:54
7,1.0767360925674438,0.7770394682884216,0.2835604349700728,05:54
8,1.0487579107284546,1.1306792497634888,0.26926709637475443,05:53
9,1.0693707466125488,0.9213290810585022,0.2618655528261924,05:51
10,1.0459609031677246,1.0446748733520508,0.27504839279855775,05:51
11,1.0616145133972168,0.9614166021347046,0.2660664353464154,05:51
12,1.0993067026138306,1.3074166774749756,0.2898777314071978,05:51
13,1.0504368543624878,1.2395321130752563,0.26349594298607987,05:51
14,1.0809547901153564,1.1938639879226685,0.2798779368644014,05:51
15,1.0281158685684204,1.002437949180603,0.24767277195742068,05:51
16,1.0648226737976074,1.0884790420532227,0.27962941839847494,05:51
17,1.0379605293273926,1.0237786769866943,0.28487185684667166,05:51
18,1.076910376548767,0.7114067673683167,0.2703890839175795,05:51
19,nan,nan,0.023759641895596942,05:51
20,nan,nan,0.023759641895596942,05:50
21,nan,nan,0.023759641895596942,05:51
22,nan,nan,0.023759641895596942,05:50
23,nan,nan,0.023759641895596942,05:50
24,nan,nan,0.023759641895596942,05:50
25,nan,nan,0.023759641895596942,05:50
26,nan,nan,0.023759641895596942,05:50
27,nan,nan,0.023759641895596942,05:49
28,nan,nan,0.023759641895596942,05:49
29,nan,nan,0.023759641895596942,05:49
30,nan,nan,0.023759641895596942,05:49
31,nan,nan,0.023759641895596942,05:49
32,nan,nan,0.023759641895596942,05:49
33,nan,nan,0.023759641895596942,05:49
34,nan,nan,0.023759641895596942,05:49
35,nan,nan,0.023759641895596942,05:49
36,nan,nan,0.023759641895596942,05:49
37,nan,nan,0.023759641895596942,05:49
38,nan,nan,0.023759641895596942,05:49
39,nan,nan,0.023759641895596942,05:49
40,nan,nan,0.023759641895596942,05:49
41,nan,nan,0.023759641895596942,05:49
42,nan,nan,0.023759641895596942,05:49
43,nan,nan,0.023759641895596942,05:49
44,nan,nan,0.023759641895596942,05:49
45,nan,nan,0.023759641895596942,05:49
46,nan,nan,0.023759641895596942,05:49
47,nan,nan,0.023759641895596942,05:49
48,nan,nan,0.023759641895596942,05:49
49,nan,nan,0.023759641895596942,05:49
epoch,train_loss,valid_loss,mIOU,time
0,1.099138855934143,1.1508389711380005,0.2970777580907724,06:02
1,1.103459358215332,1.1029448509216309,0.30275627480773604,05:58
2,1.0126303434371948,1.0441570281982422,0.3071008773487382,05:58
3,0.9853383302688599,1.0357028245925903,0.311623554582974,05:58
4,0.9575691819190979,1.0239644050598145,0.312811778315522,05:59
5,0.9537308216094971,0.9790529012680054,0.32146691192833626,05:59
6,0.9638429284095764,0.9741243720054626,0.32196201334917124,05:59
7,0.9685425758361816,0.9884424805641174,0.32604187787558375,05:59
8,0.9538879990577698,0.9869285821914673,0.325608063039727,05:59
9,0.947727620601654,0.9820767641067505,0.32662507003170005,05:59
10,0.9441863298416138,0.9860618114471436,0.3298108449453225,05:59
11,0.9423413872718811,0.9854586124420166,0.3304579811010217,05:59
12,0.9628294706344604,1.0024935007095337,0.3303177852536992,05:59
13,0.9549471735954285,0.9602628350257874,0.3344901571825556,05:59
14,0.9574571847915649,0.9709706902503967,0.3325646892713136,05:59
15,0.9615426659584045,0.9754040241241455,0.3320085847708648,06:00
16,0.9610239267349243,0.9782308340072632,0.3341062648886512,06:00
17,0.9392340183258057,0.9698590040206909,0.33690291149381896,06:00
18,0.9495384097099304,0.9296308159828186,0.3352294473636977,06:00
19,0.9611518383026123,0.982995867729187,0.3356382922578604,05:59
20,0.9550437331199646,0.9389941692352295,0.33601743714176857,05:59
21,0.9219086766242981,0.9534292817115784,0.3368101030698231,05:59
22,0.9510695934295654,0.9446561932563782,0.3379249001527542,05:59
23,0.9515280723571777,0.9836581945419312,0.3364126202468889,06:00
24,0.9513869881629944,0.9717193245887756,0.33678059470990923,06:00
25,0.9283719658851624,0.9823207259178162,0.3389103424786482,06:00
26,0.9507560133934021,0.9600498676300049,0.3399073117904507,06:00
27,0.9411163926124573,0.9732041358947754,0.3370597822516834,06:00
28,0.9420220851898193,0.9905218482017517,0.3369409319503152,06:00
29,0.9442180395126343,0.9650975465774536,0.33804284923893796,06:00
30,0.9483484625816345,0.9760674238204956,0.33701263821597705,06:00
31,0.9446651339530945,0.9605655074119568,0.3391694916969961,05:59
32,0.945691704750061,0.9655221700668335,0.337006419529559,05:59
33,0.9340004920959473,0.9824694991111755,0.3396844218151989,06:00
34,0.9510049819946289,0.9477490186691284,0.34052789548135975,06:00
35,0.9413313269615173,0.9677844047546387,0.34025778951557223,06:00
36,0.9508544206619263,0.9800403118133545,0.3401351800462375,06:00
37,0.949360728263855,0.9628830552101135,0.33739717894523774,06:00
38,0.9462658166885376,0.972659170627594,0.3388025014486606,06:00
39,0.9422358274459839,0.9654479026794434,0.3406850690594333,06:00
40,0.9497895836830139,0.978481650352478,0.3391571200691896,06:00
41,0.9285336136817932,0.9672062397003174,0.33889559412782727,06:00
42,0.9530860781669617,0.9726314544677734,0.3402259526647041,05:59
43,0.9412021636962891,0.9638075828552246,0.3405365322845392,05:59
44,0.9395473599433899,0.9450327157974243,0.34160797959342903,06:00
